ID,Language_ID,Primary_Text,Morphemes,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comments,Text_ID,Part_of_Speech,wPOS,Other_Translation
1.7,lez,"Барзу къеле къачуна , мад гьи къелеяр ятӀа — гьым , Яргун къелеяр , в~общем , къелерин тӀварар кхьенва ктабда гьибур ятӀа .","барзу	къеле	къачу -на	,	мад	гьи	къеле -яр	я -тӀа	—	гьым	,	Яргун	къеле -яр	,	в.общем	,	къеле -р -и -н	тӀвар -ар	кхье -нва	ктаб -да	гьибур	я -тӀа	.","барзу	къеле	къачун -на	,	мад	гьи	къеле -ар	я -тӀа	—	гьым	,	Яргун	къеле -ар	,	в.общем	,	къеле -ар -ди -н	тӀвар -ар	кхьин -нва	ктаб -е	гьибур	я -тӀа	.","Barzy	fortress	take AOR	,	more	this	fortress PL	cop COND	—	Uhm	,	Yargun	fortress PL	,	TOTALY	,	~~~ PL OBL GEN	name PL	write PERF	book INESS	which.ones	cop COND	.","They took Barzu fortress, what fortresses else…., hmm… Yargun fortress.., in general, … the names of the fortresses are written in the book.",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,nprop	n	v v:TAM1	punct	adj	pro	n n:(PLURAL)	n v:(YN)	punct	interj	punct	n	n n:(PLURAL)	punct	adv	punct	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	n n:(PLURAL)	v v:TAM1	n n:(OBLIQUEstem)	dem	n v:(YN)	punct,nprop n v punct adj pro n v punct interj punct nprop n punct adv punct n n v n pro v punct,~~~
1.8,lez,"Вири — гьым , къачурла кьулухь , агакьна Миграгъ къеледив .","вири	—	гьым	,	къачур -ла	кьулухь	,	агакь -на	Миграгъ	къеле -ди -в	.","вири	—	гьым	,	къачун -ла	кьулухь	,	агакьун -на	Миграгъ	къеле -ди -в	.","all	—	Uhm	,	take TEMP	after	,	pass.on AOC	Migrah	fortress OBL AD	.",When they took all of them …hmmm… they reached Migragh fortress. ,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,pro	punct	interj	punct	v v:(TAM2)	v	punct	v v:TAM1	n	n n:(OBLIQUEstem) n:(CASE)	punct,pro punct interj punct Vnf adv punct Vf nprop n punct,~~~
1.9,lez,Миграгъ къеледив ибурувай агатиз хьанвач .,Миграгъ	къеле -ди -в	ибур -у -в -ай	агат -из	хьа -нва -ч	.,Миграгъ	къеле -ди -в	ибур -ди -в -ай	агатун -з	хьа -нва -ч	.,Migragh	fortress OBL AD	these OBL AD EL	approch INF	happen PERF NEG	.,They couldn’t come close to Migragh fortress.,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,n	n n:(OBLIQUEstem) n:(CASE)	dem n:(OBLIQUEstem) n:(CASE) n:(CASE2)	v v:TAM1	v v:TAM1 v:(TAM2)	punct,nprop n pro v v punct,~~~
1.10,lez,Къачуз хьанвач Миграгъ къеле .,къачу -з	хьа -нва -ч	Миграгъ	къеле	.,къачун -з	хьа -нва -ч	Миграгъ	къеле	.,take INF	happen PERF NEG	Migragh	fortress	.,They couldn’t conquer Migragh fortress. ,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,v v:TAM1	v v:TAM1 v:(TAM2)	n	n	punct,v v nprop n punct,~~~
1.11,lez,"Ибуру са юкъуз дяве тухванва , кве юкъуз дяве тухванва , ибурувай цларив агатиз хьанвач .","ибур -у	са	юкъ -у -з	дяве	тухва -нва	,	кве	юкъ -у -з	дяве	тухва -нва	,	ибур -у -в -ай	цла -р -и -в	агат -из	хьа -нва -ч	.","ибур -ди	са	юкъ -ди -з	дяве	тухун -нва	,	кве	юкъ -ди -з	дяве	тухун -нва	,	ибур -ди -в -ай	цлал -ар -ди -в	агатун -з	хьун -нва -ч	.","these ERG	one	~~~ OBL DAT	war	bringing PERF	,	two	~~~ OBL DAT	war	bringing PERF	,	these OBL AD EL	wall.on PL OBL ADESS	approch INF	be PERF NEG	.","They fought one day, fought two days, they couldn’t approach the walls.",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,dem n:(OBLIQUEstem)	cardnum	n n:(OBLIQUEstem) n:(CASE)	n	v v:TAM1	punct	num	n n:(OBLIQUEstem) n:(CASE)	n	v v:TAM1	punct	dem n:(OBLIQUEstem) n:(CASE) n:(CASE2)	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	v v:TAM1	v v:TAM1 v:(TAM2)	punct,pro cardnum n n Vnf punct cardnum n n Vnf punct dem n v v punct,~~~
1.12,lez,"Эхирни ибуру фикирна хьи , ша чун амалдив чун къеледиз гьахьин , фендигарвилелди са , гьахьин чун и къеледиз .","эхир -ни	ибур -у	фикир -на	хьи	,	ша	чун	амал -ди -в	чун	къеле -ди -з	гьахь -ин	,	фендигар -вил -е -л -ди	са	,	гьахь -ин	чун	и	къеле -ди -з	.","эхир -ни	ибур -ди	фикирин -на	хьи	,	ша	чун	амал -ди -в	чун	къеле -ди -з	гьахьин -н	,	фендигар -ар -ди -л -ди	са	,	гьахьин -н	чун	и	къеле -ди -з	.","end FOC	these ERG	thing AOR	that	,	come	1pl.abs	with.slyness OBL ADESS	1pl.abs	fortress OBL DAT	enter HORT	,	by.cunning PL OBL SUPER DIR	one	,	enter HORT	1pl.abs	this	fortress OBL DAT	.","Finally they thought “let’s enter the tower by slyness, by witchery, let’s enter the tower”. ",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,n Attachestoanycategory	dem n:(OBLIQUEstem)	v v:TAM1	coordconn	punct	Vocpart	pro	adj n:(OBLIQUEstem) n:(CASE)	pro	n n:(OBLIQUEstem) n:(CASE)	v v:TAM1	punct	adv n:(PLURAL) n:(OBLIQUEstem) n:(CASE) n:(CASE2)	cardnum	punct	v v:TAM1	pro	dem	n n:(OBLIQUEstem) n:(CASE)	punct,adv pro Vnf coordconn punct Voc pro n pro n v punct n cardnum punct v pro dem n punct,~~~
1.13,lez,"Ибуруни — ыыы , къеле хьуьз хьана пуд стхади .","ибур -у -ни	—	ыыы	,	къеле	хьуь -з	хьа -на	пуд	стха -ди	.","ибур -ди -ни	—	ыыы	,	къеле	хьуьн -з	хьун -на	пуд	стха -ди	.","these ERG FOC	—	uh	,	fortress	~~~ INF	be AOR	three	brother ERG	.",They…aaa…three brothers guarded the fortress. ,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,dem n:(OBLIQUEstem) Attachestoanycategory	punct	ptcp	punct	n	v v:TAM1	msd v:TAM1	num	n n:(OBLIQUEstem)	punct,pro punct Voc part punct n prt Vf num n punct,~~~
1.14,lez,"Пуд стхани са вах тир ибур лугьуда , тарихда гьакӀ кхьенвай тир , са вах тир авайди .","пуд	стха -ни	са	вах	тир	ибур	лугьу -да	,	тарих -да	гьакӀ	кхье -нва -й	тир	,	са	вах	тир	ава -й -ди	.","пуд	стха -ни	са	вах	тир	ибур	лугьун -да	,	тарих -е	гьакӀ	кхьин -нва -й	тир	,	са	вах	тир	ава -й -ди	.","three	brother AND	one	sister	was	these	say ENT	,	~~~ INESS	that.way	write PERF PTP	was	,	one	sister	was	cop PTP SBST	.",They say there were three brothers and a sister... it was written thus in the history… there was one sister. ,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,num	n Connective	cardnum	n	v	dem	v v:TAM1	punct	n n:(OBLIQUEstem)	adv	v v:TAM1 v:(TAM2)	v	punct	cardnum	n	v	v v:(TAM2) v:(TAM2)	punct,num n cardnum n v pro v punct n adv v v punct cardnum n v v punct,~~~
1.15,lez,"И пуд стхади лагьана хьи , чна хуьда и къеле .","и	пуд	стха -ди	лагьа -на	хьи	,	чна	хуь -да	и	къеле	.","и	пуд	стха -ди	лугьун -на	хьи	,	чна	хуьн -да	и	къеле	.","this	three	brother ERG	say AOR	that	,	1pl.erg	defend FUT	this	fortress	.",The three brothers said  that we will defend this fortress.,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,dem	num	n n:(OBLIQUEstem)	v v:TAM1	coordconn	punct	pro	v v:TAM1	dem	n	punct,dem num n Vf coordconn punct pro v dem n punct,~~~
1.16,lez,"Ну , мад халкьарни ава ина ыы — Са пуд стхадивай , гьелбетда хьи , къеле хуьз жедайди туш .","ну	,	мад	халкь -ар -ни	ава	ина	ыы	—	Са	пуд	стха -ди -в -ай	,	гьелбет -да	хьи	,	къеле	хуь -з	же -да -й -ди	туш	.","ну	,	мад	халкьдизни -ар -ни	ава	ина	ыы	—	Са	пуд	стха -ди -в -ай	,	гьелбетда -е	хьи	,	къеле	хуьн -з	же -да -й -ди	туш	.","well	,	more	people.to.also PL FOC	cop	here	uh	—	only	three	brother OBL AD EL	,	Of.course INESS	that	,	fortress	defend INF	be FUT PTP SBST	cop.NEG	.","Well… there were more people here aaa… Of course, only three brothers cannot defend the fortress. ",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,prt	punct	adj	n n:(PLURAL) Attachestoanycategory	v	adv	prt	punct	num	num	n n:(OBLIQUEstem) n:(CASE) n:(CASE2)	punct	conn n:(OBLIQUEstem)	coordconn	punct	n	v v:TAM1	v v:TAM1 v:(TAM2) v:(TAM2)	v	punct,prt punct adj n v adv Voc punct adv num n punct adv coordconn punct n v Vnf Vnf punct,~~~
1.17,lez,Арабарни хъфенвач элкъвена .,араб -ар -ни	хъфе -нва -ч	элкъве -на	.,араб -ар -ни	хъфин -нва -ч	элкъвен -на	.,~~~ PL FOC	go PERF NEG	turns AOC	.,And Arabs didn’t go away. ,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,n n:(PLURAL) Attachestoanycategory	v v:TAM1 v:(TAM2)	v v:TAM1	punct,n Vf ptcp punct,~~~
1.18,lez,"Чпивай къачуз хьаначтӀани къеле , элкъвена хъфенвач ибур .","чпи -в -ай	къачу -з	хьа -на -ч -тӀа -ни	къеле	,	элкъве -на	хъфе -нва -ч	ибур	.","чпи -в -ай	къачун -з	хьун -на -ч -тӀа -ни	къеле	,	элкъвен -на	хъфин -нва -ч	ибур	.","themselves AD EL	take INF	be AOC NEG COND FOC	fortress	,	turns AOC	go PERF NEG	these	.",Even though they couldn’t conquer the fortress they didn’t leave. ,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,pers n:(CASE) n:(CASE2)	v v:TAM1	v v:TAM1 v:(TAM2) v:(YN) Attachestoanycategory	n	punct	v v:TAM1	v v:TAM1 v:(TAM2)	dem	punct,pro v v n punct v Vf pro punct,~~~
1.19,lez,Ибурни алачухар яна къеледин къерехрив яшамиш~жез хьанва .,ибур -ни	алачух -ар	я -на	къеле -ди -н	къерех -р -и -в	яшамиш.жез	хьа -нва	.,ибур -ни	алачух -ар	я -на	къеле -ди -н	къерех -ар -ди -в	яшамиш.жез	хьун -нва	.,these FOC	~~~ PL	cop AOC	fortress OBL GEN	~~~ PL OBL ADESS	LIVE.IMC	be PERF	.,They made tents and they lived near the sides of the fortress. ,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,dem Attachestoanycategory	n n:(PLURAL)	n v:TAM1	n n:(OBLIQUEstem) n:(CASE)	adv n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	v	v v:TAM1	punct,pro n Vnf n n v v punct,~~~
1.20,lez,"Эхирни ибуру фикир гзаф авуна , гьикӀ къачуда , вуч къачуда .","эхир -ни	ибур -у	фикир	гзаф	аву -на	,	гьикӀ	къачу -да	,	вуч	къачу -да	.","эхир -ни	ибур -ди	фикир	гзаф	авун -на	,	гьикӀ	къачун -да	,	вуч	къачун -да	.","end FOC	these ERG	thought	a.lot	make,.do AOC	,	how	take FUT	,	what	take FUT	.","At last they thought a lot, how to take, what to take. ",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,n Attachestoanycategory	dem n:(OBLIQUEstem)	n	num	v v:TAM1	punct	interrog	v v:TAM1	punct	interrog	v v:TAM1	punct,n pro n adv Vnf punct interrog Vnf punct interrog Vf punct,~~~
1.21,lez,"Эхир лагьана хьи , чна са жуьре кьилиз акъудна кӀанда чи ният .","эхир	лагьа -на	хьи	,	чна	са	жуьре	кьил -из	акъуд -на	кӀан -да	чи	ният	.","эхир	лугьун -на	хьи	,	чна	са	жуьре	кьил -з	акъудун -на	кӀан -да	чи	ният	.","after.all	say AOR	that	,	1pl.erg	one	kind	chapter IMC	take.out AOC	want FUT	1pl.gen	intention	.",Finally they said “we must fulfill our intention somehow. ,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,n	v v:TAM1	coordconn	punct	pro	cardnum	n	n v:TAM1	v v:TAM1	v v:TAM1	pro	n	punct,n v coordconn punct pro cardnum n v v v pro n punct,~~~
1.22,lez,"Акуна хьи ибуруз , са руш къеледиз гьахьиз экъечӀзва .","аку -на	хьи	ибур -у -з	,	са	руш	къеле -ди -з	гьахь -из	экъечӀ -зва	.","акун -на	хьи	ибур -ди -з	,	са	руш	къеле -ди -з	гьахьин -з	экъечӀун -зва	.","see AOR	that	these OBL DAT	,	one	girl	fortress OBL DAT	enter IMC	~~~ IMPF	.",They saw that one girl enters and leaves the fortress.,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,v v:TAM1	coordconn	dem n:(OBLIQUEstem) n:(CASE)	punct	cardnum	n	n n:(OBLIQUEstem) n:(CASE)	v v:TAM1	v v:TAM1	punct,v coordconn pro punct cardnum n n Vnf Vf punct,~~~
1.23,lez,И рушани вичин стхайриз фу тхуз хьанва гьар юкъуз .,и	руш -а -ни	вич -и -н	стха -йр -и -з	фу	тху -з	хьа -нва	гьар	юкъ -у -з	.,и	руш -ди -ни	вич -ди -н	стха -ар -ди -з	фу	тхун -з	хьун -нва	гьар	юкъ -ди -з	.,this	girl ERG FOC	himself OBL GEN	brother PL OBL DAT	bread	take IMC	be PERF	every	~~~ OBL DAT	.,That girl was taking the meal to her brothers every day.,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,dem	n n:(OBLIQUEstem) Attachestoanycategory	pro n:(OBLIQUEstem) n:(CASE)	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	n	v v:TAM1	v v:TAM1	pro	n n:(OBLIQUEstem) n:(CASE)	punct,dem n pro n n v v pro n punct,~~~
1.24,lez,"Къеледин и жигъирарни галаз вири цацарив , гьахьтин шейэрив кӀевнавай тир лугьуда , рехъ арабриз чир тахьурай лугьуз , гьа девирда рекьер чир тахьурай лугьуда .","къеле -ди -н	и	жигъир -ар -ни	галаз	вири	цацар -и -в	,	гьахьт -и -н	шей -эр -и -в	кӀев -нава -й	тир	лугьу -да	,	рехъ	араб -р -и -з	чир	тахьу -р -ай	лугьу -з	,	гьа	девир -да	рекь -ер	чир	тахьу -рай	лугьу -да	.","къеле -ди -н	и	жигъир -ар -ни	галаз	вири	цацар -ди -в	,	гьахьт -ди -н	шей -ар -ди -в	кӀевин -нва -й	тир	лугьун -да	,	рехъ	араб -ар -ди -з	чир	тахьун -ар -ай	лугьун -з	,	гьа	девир -е	рекь -ар	чир	тахьун -рай	лугьун -да	.","fortress OBL GEN	this	paths PL FOC	with	all	thorns OBL ADESS	,	enter OBL GEN	thing PL OBL ADESS	cover PERF PTP	was	say ENT	,	road	arab PL OBL DAT	knowledge	can PL AOP	say IMC	,	that,.the.same	time INESS	way PL	knowledge	can't OPT	say ENT	.","They say even …a… the footpaths of the fortress were covered by thorns and such things, that Arabs couldn’t find the road, in that time, in order to hide the way.",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,n n:(OBLIQUEstem) n:(CASE)	dem	n n:(PLURAL) Attachestoanycategory	subordconn	pro	n n:(OBLIQUEstem) n:(CASE)	punct	v n:(OBLIQUEstem) n:(CASE)	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	v v:TAM1 v:(TAM2)	v	v v:TAM1	punct	n	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	n	v n:(PLURAL) v:TAM1	v v:TAM1	punct	dem	n n:(OBLIQUEstem)	n n:(PLURAL)	n	v v:TAM1	v v:TAM1	punct,n dem n post pro n punct n n ptcp v v punct n n n v v punct dem n n n v v punct,~~~
1.25,lez,"Ибуруни и руш физ-хквезвай рехъ чирна , рушав агатна мукьвал , ашукь~хьанва лагьана вич рушал — чун ихьтин инсанар я — руш акъудна рекьей , са гафуналди .","ибур -у -ни	и	руш	фи -з хкве -зва -й	рехъ	чир -на	,	руш -а -в	агат -на	мукьвал	,	ашукь хьа -нава	лагьа -на	вич	руш -а -л	—	чун	ихьтин	инсан -ар	я	—	руш	акъуд -на	рекь -ей	,	са	гаф -уна -л -ди	.","ибур -ди -ни	и	руш	фе -з хкве -зва -й	рехъ	чир -на	,	руш -ди -в	агатун -на	мукьвал	,	ашукь хьа -нва	лугьун -на	вич	руш -ди -л	—	чун	ихьтин	инсан -ар	я	—	руш	акъудун -на	рекь -ай	,	са	гаф -ди -л -ди	.","these ERG FOC	this	girl	go INF return IMPF PTP	road	know AOC	,	girl OBL ADESS	approch AOC	near	,	ashuq happened PERF	say AOC	himself	girl OBL SPSS	—	1pl.abs	such	man PL	~~~	—	girl	take.out AOR	way INELAT	,	one	word OBL SUPER DIR	.","And they found out the way path by which the girl enters and leaves, came close to the girl, said he fell in love with the girl, we are such people,… in a word, led the girl astray. ",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,dem n:(OBLIQUEstem) Attachestoanycategory	dem	n	v v:TAM1 <NotSure> v:TAM1 v:(TAM2)	n	v v:TAM1	punct	n n:(OBLIQUEstem) n:(CASE)	v v:TAM1	adv	punct	n v v:TAM1	v v:TAM1	pro	n n:(OBLIQUEstem) n:(CASE)	punct	pro	adv	n n:(PLURAL)	~~~	punct	n	v v:TAM1	n n:(OBLIQUEstem)	punct	cardnum	n n:(OBLIQUEstem) n:(CASE) n:(CASE2)	punct,pro dem n ptcp n v punct n v adv punct v v pro n punct pro adv n v punct n v n punct cardnum n punct,~~~
1.26,lez,Къеледиз гьахьтай рекьер чирна вири .,къеле -ди -з	гьахьт -ай	рекь -ер	чир -на	вири	.,къеле -ди -з	гьахьун -ай	рекь -ар	чирин -на	вири	.,fortress OBL DAT	enter AOP	way PL	know AOR	all	.,(They) learned all the paths to the fortress. ,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,n n:(OBLIQUEstem) n:(CASE)	v v:TAM1	n n:(PLURAL)	v v:TAM1	pro	punct,n ptcp n v pro punct,~~~
1.27,lez,"Чирна , ахпа къуват сад хьана арабрин , гьахьна къеледиз , къеле къачуна Миграгърин .","чир -на	,	ахпа	къуват	сад	хьа -на	араб -р -и -н	,	гьахь -на	къеле -ди -з	,	къеле	къачу -на	Миграгъ -р -и -н	.","чирин -на	,	ахпа	къуват	сад	хьун -на	араб -ар -ди -н	,	гьахьин -на	къеле -ди -з	,	къеле	къачун -на	Миграгъ -ар -ди -н	.","know AOC	,	then	force	one	be AOR	~~~ PL OBL GEN	,	enter AOR	fortress OBL DAT	,	fortress	take AOR	Migrah PL OBL GEN	.","Learned, then Arabs combined their force, entered the fortress, conquered the Migragh fortress.",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,v v:TAM1	punct	adv	n	num	v v:TAM1	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	punct	v v:TAM1	n n:(OBLIQUEstem) n:(CASE)	punct	n	v v:TAM1	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	punct,v punct adv n num v n punct v n punct n v nprop punct,~~~
1.28,lez,"Ахпа чир~хьана хьи , рехъ къалурайди вуж я , хьуьруьнвийриз , къеледиз .","ахпа	чир хьа -на	хьи	,	рехъ	къалур -ай -ди	вуж	я	,	хьуьруьнви -йр -и -з	,	къеле -ди -з	.","ахпа	чир хьун -на	хьи	,	рехъ	къалурун -ай -ди	вуж	я	,	хьуьруьнви -ар -ди -з	,	къеле -ди -з	.","then	know be AOR	that	,	road	show AOP SBST	who	~~~	,	villagers PL OBL DAT	,	~~~ OBL DAT	.",Then the villagers found out who showed the way to the fortress.,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,adv	v msd v:TAM1	coordconn	punct	n	v v:TAM1 v:(TAM2)	interrog	~~~	punct	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	punct	n n:(OBLIQUEstem) n:(CASE)	punct,adv v coordconn punct n ptcp interrog v punct n punct n punct,~~~
1.29,lez,Чир~хьайидилай кьулухъди абуру а руш къван~гана хьуьруьнвийри кьена лугьуда .,чир хьа -йиди -ла -й	кьулухъди	абур -у	а	руш	къван га -на	хьуьруьнви -йр -и	кье -на	лугьу -да	.,чирин хьа -йиди -ла -й	кьулухъди	абур -ди	а	руш	къван гун -на	хьуьруьнви -ар -ди	рекъин -на	лугьун -да	.,know happened UNK TEMP PTP	the.one.after	they ERG	that	girl	stone give AOR	villagers PL ERG	die AOC	say ENT	.,"When they found out, the villagers stoned the girl and killed her, they say.",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,v v v:TAM1 v:(TAM2) v:(TAM2)	adv	pers n:(OBLIQUEstem)	dem	n	n v v:TAM1	n n:(PLURAL) n:(OBLIQUEstem)	v v:TAM1	v v:TAM1	punct,v adv pro dem n v n Vnf v punct,~~~
1.30,lez,"Къван~гана кьена ва къенин йикъалди , хьуьруьн къерехда , хьуьруьз гьахьтай рекье лугьуда , са къванерин хара ала .","къван га -на	кье -на	ва	къени -н	йикъ -а -л -ди	,	хьуьр -уь -н	къерех -да	,	хьуь -р -уь -з	гьахьта -ай	рекь -е	лугьу -да	,	са	къван -ер -и -н	хара	ала	.","къван гун -на	рекъин -на	ва	къени -н	йикъал -ди -л -ди	,	хьуьр -ди -н	къерех -е	,	хьуьр -ар -ди -з	гьахьун -ай	рекь -е	лугьун -да	,	са	къван -ар -ди -н	хара	ала	.","stone give AOR	die AOR	and	today GEN	day.on OBL SUPER DIR	,	village OBL GEN	~~~ INESS	,	village PL ERG DAT	enter AOP	way INESS	say FUT	,	one	stone PL OBL GEN	pile	is.there	.","(They) stoned and killed (her) and even today, they say on the outskirts of the village, in the side of the entrance road to the village there is a pile of stones. ",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,n v v:TAM1	v v:TAM1	coordconn	adv n:(CASE)	n n:(OBLIQUEstem) n:(CASE) n:(CASE2)	punct	n n:(OBLIQUEstem) n:(CASE)	adv n:(OBLIQUEstem)	punct	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	v v:TAM1	n n:(OBLIQUEstem)	v v:TAM1	punct	cardnum	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	n	v	punct,v v coordconn n n punct n adv punct n ptcp n v punct cardnum n n v punct,~~~
1.31,lez,"Гьа къванерин харадал гьар са инсанди лянет гуз , тфу гуз , къван вегьиз физва лугьуда .","гьа	къван -ер -и -н	хара -да -л	гьар	са	инсан -ди	лянет	гу -з	,	тфу	гу -з	,	къван	вегь -из	фи -зва	лугьу -да	.","гьа	къван -ар -ди -н	хара -ди -л	гьар	са	инсан -ди	лянет	гун -з	,	тфу	гуда -з	,	къван	вегьен -з	фин -зва	лугьун -да	.","that,.the.same	stone PL OBL GEN	pile OBL SPSS	every	one	man ERG	curse	give IMC	,	spit	give.will IMC	,	stone	threw IMC	go IMPF	say FUT	.","They say everyone curses,  spits, stones the pile of stones and goes.",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,dem	n n:(PLURAL) n:(OBLIQUEstem) n:(CASE)	n n:(OBLIQUEstem) n:(CASE)	pro	cardnum	n n:(OBLIQUEstem)	n	v v:TAM1	punct	n	v v:TAM1	punct	n	v v:TAM1	v v:TAM1	v v:TAM1	punct,dem n n pro cardnum n n v punct n v punct n v v v punct,~~~
1.32,lez,"Ахпа вучиз ийизва лагьана хабар кьурла , къерехдай чин тийизвай са инсанди , абуру вирида ахъайзава гьадан тарих , гьикӀ гьадан история , гьикӀ хьанвай тиртӀа .","ахпа	вуч -и -з	ийи -зва	лагьа -на	хабар	кьур -ла	,	къерех -дай	чи -н	тийи -зва -й	са	инсан -ди	,	абур -у	вири -да	ахъай -зава	гьа -да -н	тарих	,	гьикӀ	гьа -да -н	история	,	гьикӀ	хьа -нва -й	тир -тӀа	.","ахпа	вуч -ди -з	ийин -зва	лугьун -на	хабар	кьун -ла	,	къерех -ай	чи -н	тийин -зва -й	са	инсан -ди	,	абур -ди	вири -ди	ахъайун -зва	гьа -ди -н	тарих	,	гьикӀ	гьа -ди -н	история	,	гьикӀ	хьун -нва -й	тир -тӀа	.","then	what OBL DAT	do IMPF	say AOR	news	ask TEMP	,	~~~ INELAT	know MSD	don't IMPF PST	one	man ERG	,	they ERG	Everything ERG	open IMPF	it OBL GEN	history	,	how	it OBL GEN	story	,	how	be PERF PTP	~~~ COND	.","Then when a stranger who doesn’t know that asks them why they do that, they all tell it’s story, how it’s story, how it happened. ",en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,adv	interrog n:(OBLIQUEstem) n:(CASE)	v v:TAM1	v v:TAM1	n	v v:(TAM2)	punct	adv n:(OBLIQUEstem)	v v:TAM1	v v:TAM1 cop:(TAM)	cardnum	n n:(OBLIQUEstem)	punct	pers n:(OBLIQUEstem)	pro n:(OBLIQUEstem)	v v:TAM1	pro n:(OBLIQUEstem) n:(CASE)	n	punct	interrog	pro n:(OBLIQUEstem) n:(CASE)	n	punct	interrog	v v:TAM1 v:(TAM2)	~~~ v:(YN)	punct,adv interrog v v n prt punct n msd ptcp cardnum n punct pro pro v pro n punct interrog pro n punct interrog ptcp v punct,~~~
1.33,lez,"Вот , кьуьруьдаказ икӀа .","вот	,	кьуьруьдаказ	икӀа	.","вот	,	кьуьруьдаказ	икӀа	.","there	,	basically	like.this	.",There - It happened basically like that.,en,historical that speaker had read in book,The taking of Migragh Fortress / 18 Миграгъ къеле къачуна,pro	punct	adv	adv	punct,prt punct adv adv punct,~~~
1,lez,Зун фенавай Дербентдиз,зун	фе -нва -й	Дербент -ди -з,зун	фин -нва -й	Дербентда -ди -з,1sg.abs	go PERF PTP	Derbent.in OBL DAT,I had gone to Derbent,en,1st person true story,Nureddin's Wanderings / 19 Нуреддинан сиягьятар,pers	v v:TAM1 v:(TAM2)	n n:(OBLIQUEstem) n:(CASE),pers Vf n,~~~
2,lez,Зу аял ава Дербентда,зу	аял	ава	Дербент -да,зу	аял	ава	Дербентда -е,my	child	cop	Derbent.in INESS,My child is there,en,1st person true story,Nureddin's Wanderings / 19 Нуреддинан сиягьятар,pers	n	v	n n:(OBLIQUEstem),pro n v n,~~~
3,lez,"Пушкин йетмиш доггузда , адрес .","пушкин	йетмиш	доггуз -да	,	адрес	.","пушкин	йетмиш	доггуз -е	,	адрес	.","Pushkin	seventy	~~~ INESS	,	adress	.","the adress is Pushkin str, 79.",en,1st person true story,Nureddin's Wanderings / 19 Нуреддинан сиягьятар,n	num	num n:(OBLIQUEstem)	punct	n	punct,n num num punct n punct,~~~
