ID,Language_ID,Primary_Text,Morphemes,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID,Part_of_Speech,wPOS,Russian_Translation
60-8,dido1241,"Gulun howlo xecin, nełaz maħiłäy baɣruni łˤono musno butirno k’ukya tełxor eqerno, babiwz šudaƛ’ q’ulhun begirno, uži iduɣor ik’in.",,gulu-n	howlo	xeci-n	neła-z	maħi-łay	b-oɣ-ru-ni	łˤono	mus-n	b-utir-n	k’uk-a	teł-xor	eqer-n	babiw-z	šuda-ƛ’	q’ulhu-n	b-egir-n	uži	idu-ɣor	ik’i-n,horse-TOP	there	leave-PFV.CVB	DEM1.IISG.OBL-GEN2	tail-CONT.ABL	III-take.away-PST.PRT-DEF	three	hair-TOP	III-gather-PFV.CVB	cap-IN.ESS	inside-AD.LAT	put-PFV.CVB	father-GEN2	graveyard-SUPER.ESS	funeral.prayer-TOP	III-send-PFV.CVB	boy	home-IN.ALL	go-PST.UNW,"The horse left and the boy gathered the three hairs he took out of its tail and put them inside his cap, then he spoke the funeral prayer on his father's grave and went home.",stan1293,,60,n3-suf	adv	v-vsuf	pron-nsuf	n4-nsuf	pref-v-vsuf-suf	num	n3-suf	pref-v-vsuf	n3-nsuf	post-nsuf	v-vsuf	n1-nsuf	n4-nsuf	n3-suf	pref-v-vsuf	n1	adv-nsuf	v-vsuf,,"Отпустил он коня, три волоса из его хвоста завернул и положил в шапку, прочитал молитву на могиле отца и пошел домой."
60-9,dido1241,"Hemeła zamanał ʕaƛa xabar boƛixno, qalamez ƛ’ˤuƛ’or gulun bizirno, elay kid yok’ek’a k’ʷeze yaqru žek’ux xanä ža yegirxoƛin.",,hemeła	zaman-ł	ʕaƛ-a	xabar	b-oƛix-n	qala-z	ƛ’ˤu-ƛ’or	gulu-n	b-izir-n	ele-ay	kid	y-ok’ek’-a	k’ʷeze	y-oq-ru	žek’u-x	xan-a	ža	y-egir-x-ƛin,DEM4.IISG.OBL	time-CONT.ESS	village-IN.ESS	story	III-appear-PST.UNW	fortress-GEN2	roof-SUPER.LAT	horse-TOP	III-lift-PFV.CVB	there-IN.ABL	daughter	II-remove-INF	can	II-become-PST.PRT	man-AD.ESS	khan-ERG	DEM1.SG	II-send-PRS-QUOT,"At some time, a rumor appeared in the village: The king would marry off his daughter to the man who is able to lift a horse onto the roof of his fortress and to steal his daughter from there.",stan1293,,60,pron	n3-nsuf	n3-nsuf	n3	pref-v-vsuf	n3-nsuf	n3-nsuf	n3-suf	pref-v-vsuf	adv-nsuf	n2	pref-v-vsuf	comp	pref-v-vsuf	n1-nsuf	n1-nsuf	pron	pref-v-vsuf-suf,,"В это время по селу пошла молва, что хан выдает свою дочь за того, кто сможет поднять коня на крышу крепости и похитить ее."
60-10,dido1241,Nesis łˤono kid zown.,,nesi-s	łˤono	kid	zow-n,DEM1.ISG.OBL-GEN1	three	daughter	be.NPRS-PST.UNW,He had three daughters.,stan1293,,60,pron-nsuf	num	n2	v-vsuf,,У него были три дочери.
60-11,dido1241,Žedaƛ’or ʕišq’un erno yisis bežet’ani esnabi žeda žeduz ʕomoyzaƛ’no zown ɣudes elor baħnayx zown.,,žeda-ƛ’or	ʕišq’u-n	er-n	yisi-s	b-eže-t’a-ni	esyu-bi	žedu-a	žedu-z	ʕomoy-bi-ƛ’-n	zow-n	ɣudes	elo-r	b-aħnad-x	zow-n,DEM1.IIPL.OBL-SUPER.LAT	love-TOP	put-PFV.CVB	DEM2.ISG.OBL-GEN1	I.PL-old-DISTR-DEF	brother-PL	DEM1.IPL.OBL-ERG	DEM1.IPL.OBL-GEN2	donkey-PL-SUPER.ESS-TOP	ride-PFV.CVB	daily	there-LAT	I.PL-walk.around-IPFV.CVB	be.NPRS-PST.UNW,His older brothers fell in love with them and rode to there every day on their donkeys.,stan1293,,60,pron-nsuf	n-suf	v-vsuf	pron-nsuf	pref-adj-suf-suf	n1-nsuf	pron-nsuf	pron-nsuf	n3-nsuf-nsuf-suf	v-vsuf	adv	adv-nsuf	pref-v-vsuf	v-vsuf,,Его старшие братья влюбились в них и каждый день ездили туда на своих ослах.
60-12,dido1241,"Gulukin bizanix zaħmataw qalamzo ƛ’ˤuƛ’or, ʕomoybigon nay žeduq elo ƛ’irir rizix.",,gulu-kin	b-izi-ani-x	zaħmataw	qala-z	ƛ’ˤu-ƛ’or	ʕomoy-bi-gon	nay	žedu-q	elo	ƛ’iri-r	r-izi-x,horse-even	III-get.up-MSD-AD.ESS	difficult	fortress-GEN2	roof-SUPER.LAT	donkey-PL-CNTR	from.there	DEM1.IPL.OBL-POSS.ESS	there	above-LAT	III.PL-get.up-PRS,"But it's difficult for a horse to get up the fortress' roof, but the donkeys they could get on it.",stan1293,,60,n3-suf	pref-v-deriv-nsuf	adj	n3-nsuf	n3-nsuf	n3-nsuf-suf	adv	pron-nsuf	adv	adv-nsuf	pref-v-vsuf,,"Но как они могли поднять ослов на крышу крепости, тогда как туда коню трудно подниматься?!"
60-13,dido1241,"Hemedur, ɣudƛ’ay ɣudƛ’or xanes kidbabi riqaniqaysi q’ˤanon esnabi rok’u roč’iłxo xizo-q’ˤimer butix iduɣort’a nexxo zown.",,hemedur	ɣudi-ƛ’ay	ɣudi-ƛ’or	xan-s	kid-bi	r-iqi-ani-qay-si	q’ˤano-n	esyu-bi	rok’u	r-oč’ił-x	xizo-q’ˤimer	b-uti-x	idu-ɣor-t’a	nex-x	zow-n,so	day-SUPER.ABL	day-SUPER.LAT	khan-GEN1	daughter-PL	IV-get-MSD-POSS.ABL-ATTR	two-TOP	brother-PL	heart	IV-freeze-IPFV.CVB	back	I.PL-return-IPFV.CVB	home-IN.ALL-DISTR	come-IPFV.CVB	be.NPRS-PST.UNW,"So day in and day out, the two brothers lost the hope of stealing the king's daughters and",stan1293,,60,adv	n4-nsuf	n4-nsuf	n1-nsuf	n2-nsuf	pref-v-deriv-nsuf-suf	num-suf	n1-nsuf	n4	pref-v-vsuf	adv	pref-v-vsuf	adv-nsuf-suf	v-vsuf	v-vsuf,,"Таким образом, день за днем оба брата теряли надежду на дочерей хана и с разочарованием возвращались домой."
60-14,dido1241,"Eɣeni esiya, när meži bik’äsi zowäƛin žeduq esirłin, žeda esix zownanu, ža debi iš anu, ħažat anuru šebin eluq esärnoƛin.",,eɣe-ni	esyu-a	na-ar	meži	b-ik’i-asi	zow-a-ƛin	žedu-q	esir-łin	žedu-a	esi-x	zow-n-anu	ža	mi-s	iš	anu	ħažat	anu-ru	šebin	elu-q	esir-n-ƛin,young-DEF	brother-ERG	where-IN.LAT	you.PL	I.PL-go-RES.PRT	be.NPRS-PST.WIT.INT-QUOT	DEM1.IPL.OBL-POSS.ESS	ask-CNC.CVB	DEM1.IPL.OBL-ERG	tell-IPFV.CVB	be.NPRS-PFV.CVB-NEG	DEM1.SG	you-GEN1	concern	be.NEG	necessity	be.NEG-PST.PRT	thing	we(I).OBL-POSS.ESS	ask-PROHIB-QUOT,"Although the younger brother asked them: ""Where are you going?"", they didn't tell him [but said]: ""It's not your business, don't ask us unnecessary things!""",stan1293,,60,adj-suf	n1-nsuf	pron-nsuf	pron	pref-v-vsuf	v-vsuf-suf	pron-nsuf	v-vsuf	pron-nsuf	v-vsuf	v-vsuf-vsuf	pron	pron-nsuf	n	v	n4	v-vsuf	n4	pron-nsuf	v-vsuf-suf,,"Когда младший брат спрашивал, куда они ходили, братья не рассказывали: «Это не твое дело и не спрашивай у нас напрасно»."
60-15,dido1241,"Xizaɣor eɣeni esiwr riyn, esnabi bik’ixosi moči.",,xizaɣor	eɣe-ni	esiw-r	r-iy-n	esyu-bi	b-ik’i-xosi	moči,finally	young-DEF	brother-LAT	IV-know-PST.UNW	brother-PL	I.PL-go-PRS.PRT	place,In the end the younger brother knew the place his brothers were going to.,stan1293,,60,adv	adj-suf	n1-nsuf	pref-v-vsuf	n1-nsuf	pref-v-vsuf	n3,,"Наконец, младший брат узнал, куда ходят его братья."
60-16,dido1241,"Yisiz rok’ƛ’or rayn, k’ukya teł ruqˤno xecin zawruni gulus musrebi.",,yisi-z	rok’u-ƛ’or	r-ay-n	k’uk-a	teł	r-uqˤi-n	xeci-n	zow-ru-ni	gulu-s	mus-bi,DEM2.ISG.OBL-GEN2	heart-SUPER.LAT	III.PL-come-PST.UNW	cap-IN.ESS	inside	IV-hide-PFV.CVB	leave-PFV.CVB	be.NPRS-PST.PRT-DEF	horse-GEN1	hair-PL,He remembered the horse's hairs that he had hidden inside his cap.,stan1293,,60,pron-nsuf	n4-nsuf	pref-v-vsuf	n3-nsuf	post	pref-v-vsuf	v-vsuf	v-vsuf-suf	n3-nsuf	n3-nsuf,,"Он вспомнил о конских волосах, которые хранил  в шапке."
60-17,dido1241,"Bežet’ani q’ˤanon esnabi iday maħor boqnosi, yisä łˤonon mus bik’urno.",,b-eže-t’a-ni	q’ˤano-n	esyu-bi	idu-ay	maħor	b-oq-nosi	yisi-a	łˤono-n	mus	b-ik’u-r-n,I.PL-old-DISTR-DEF	two-TOP	brother-PL	home-IN.ABL	outside	I.PL-become-ANT.CVB	DEM2.ISG.OBL-ERG	three-TOP	hair	III-burn-CAUS-PST.UNW,"When the two older brothers went outside the house, he burnt the three hairs.",stan1293,,60,pref-adj-suf-suf	num-suf	n1-nsuf	adv-nsuf	adv	pref-v-vsuf	pron-nsuf	num-suf	n3	pref-v-vsuf-vsuf,,"Когда оба старших брата вышли из дому на улицу, он сжег три волоса."
60-18,dido1241,"Łˤonon gulubi rayn adäza ričin aluk’an, qˤaban, c’udan.",,łˤono-n	gulu-bi	r-ay-n	adäza	r-iči-n	aluk’a-n	qˤaba-n	c’uda-n,three-TOP	horse-PL	III.PL-come-PFV.CVB	before	III.PL-wait-PFV.CVB	white-and	black-and	red-and,"Three horses came and waited in front [of him], a white one, a black one and a red one.",stan1293,,60,num-suf	n3-nsuf	pref-v-vsuf	adv	pref-v-vsuf	adj-suf	adj-suf	adj-suf,,"Перед ним оказались три коня: белый, черный и красный."
60-19,dido1241,"Łˤoraƛ’no ƛ’iri mesedyos ƛ’ili-q’ayn, xizazagon yaraɣyosno, šeƛ’u-bˤoƛ’oresno ric’no kuräsi ħurženyabin yołƛax.",,łˤora-ƛ’-n	ƛ’iri	mesed-s	ƛ’ili-q’ay-n	xizaz-a-gon	yaraɣ-s-n	šeƛ’u-bˤoƛ’o-s-n	r-ic’-n	kur-asi	ħuržen-bi-n	yoł-ƛax,three.OBL-SUPER.ESS-TOP	on	gold-GEN1	saddle.and.stuff-and	behind-IN.ESS-CNTR	weapon-GEN1-and	clothes-GEN1-and	IV-fill-PFV.CVB	throw-RES.PRT	bag-PL-TOP	be-QUOT,"On the three of them were golden saddles and on their backs were thrown bags filled with weapons and clothes,",stan1293,,60,num-nsuf-suf	post	n3-nsuf	n-suf	adv-nsuf-suf	n3-nsuf-suf	n4-nsuf-suf	pref-v-vsuf	v-vsuf	n-nsuf-suf	v-suf,,"На всех трех конях были золотые седла, а позади на спине висели чересседельные сумки, полные оружия и одежды."
60-20,dido1241,"Aluk’anin, qˤabanin q’ˤanon gulubi rečuƛ ruqˤno xecinƛax.",,aluk’a-ni-n	qˤaba-ni-n	q’ˤano-n	gulu-bi	reču-ƛ	r-uqˤi-n	xeci-n-ƛax,white-DEF-and	black-DEF-and	two-TOP	horse-PL	cattleshed-SUB.ESS	III.PL-hide-PFV.CVB	leave-PST.UNW-QUOT,The white and the black horses he left hidden in the cattleshed.,stan1293,,60,adj-suf-suf	adj-suf-suf	num-suf	n3-nsuf	n2-nsuf	pref-v-vsuf	v-vsuf-suf,,"Двух коней, белого и черного, спрятал в хлеву."
60-21,dido1241,"C’udani guluƛ’no zown, c’udagon šeƛ’un šeƛ’un, yaraɣno koyä bisno yeda xanzo qalamqaɣor ik’in.",,c’uda-ni	gulu-ƛ’-n	zow-n	c’uda-gon	šeƛ’u-n	šeƛ’u-n	yaraɣ-n	kʷay-a	b-is-n	yeda	xan-z	qala-qaɣor	ik’i-n,red-DEF	horse-SUPER.ESS-TOP	ride-PFV.CVB	red-CNTR	clothing-TOP	put.on-PFV.CVB	weapon-TOP	hand-IN.ESS	III-take-PFV.CVB	DEM2.ISG	khan-GEN2	fortress-POSS.VERS	go-PST.UNW,"The red one he rode, put on red clothes, took a weapon in his hand and rode to the king's fortress.",stan1293,,60,adj-suf	n3-nsuf-suf	v-vsuf	adj-suf	n4-suf	v-vsuf	n3-suf	n-nsuf	pref-v-vsuf	pron	n1-nsuf	n3-nsuf	v-vsuf,,"Сел на красного коня, оделся в красную одежду, взял оружие и отправился к крепости хана."
60-22,dido1241,"Roƛik’u huni bežet’ani esnazaq xizor ƛexuzaƛ’ortow, yeda xizayn ayn biqirno žedu, hudun yizir yeda iynanuƛax.",,r-oƛƛik’u	huni	b-eže-t’a-ni	esyu-bi-q	xizor	ƛexu-zaƛ’or-tow	yeda	xizay-n	ay-n	b-iqir-n	žedu	hudun	yizi-r	yeda	iy-n-anu-ƛax,IV-half	way	I.PL-old-DISTR-DEF	brother-PL-POSS.ESS	back	remain-POST.CVB-EMPH	DEM2.ISG	from.behind-TOP	come-PFV.CVB	I.PL-catch-PFV.CVB	DEM1.IPL	nevertheless	DEM2.IPL.OBL-LAT	DEM2.ISG	know-PFV.CVB-NEG-QUOT,"Before half the way remained for the older brothers, he came from behind and overtook them, nevertheless they didn't recognize him.",stan1293,,60,pref-adj	n4	pref-adj-suf-suf	n1-nsuf-nsuf	adv	v-vsuf-suf	pron	adv-suf	v-vsuf	pref-v-vsuf	pron	adv	pron-nsuf	pron	v-vsuf-vsuf-suf,,"Пока старшие братья не прошли половину дороги, он догнал их, но они его не узнали."
60-23,dido1241,"Ħayran boqno ƛexun yizi, necetow iƛi-šeƛ’asi šebi yeda iča ayxƛin.",,ħayran	b-oq-n	ƛexu-n	yizi	nece-tow	iƛi-šeƛ’u-asi	šebi	yeda	iči-a	ay-x-ƛin,be.astonished	I.PL-become-PFV.CVB	remain-PFV.CVB	DEM2.IPL	so.much-EMPH	get.dressed-RES.PRT	who	DEM2.ISG	be-INF	must-PRS-QUOT,"They were surprised about who he might be, being dressed like this.",stan1293,,60,comp	pref-v-vsuf	v-vsuf	pron	adv-suf	v-vsuf	pron	pron	v-vsuf	v-vsuf-suf,,"Они удивились, кто, мол, это так роскошно одетый?"
60-24,dido1241,"Bayruntow yisis gulu qalamzo ƛ’ˤuƛ’orno bet’un k’oƛin, elay hič’č’a yeɣeni xanes kidno yok’ek’no iduɣor nexno.",,b-ay-run-tow	yisi-s	gulu	qala-z	ƛ’ˤu-ƛ’or-n	b-et’u-n	k’oƛi-n	ele-ay	hič’č’a	y-eɣe-ni	xan-s	kid-n	y-ok’ek’-n	idu-ɣor	nex-n,III-come-IMM.ANT.CVB-EMPH	DEM2.ISG.OBL-GEN1	horse	fortress-GEN2	roof-SUPER.LAT-TOP	III-jump-PFV.CVB	jump-PFV.CVB	there-IN.ABL	the.most	II-young-DEF	khan-GEN1	daughter-TOP	II-steal-PFV.CVB	home-IN.ALL	come-PST.UNW,"Right after it arrived, his horse jumped onto the fortress' roof and from there he stole the youngest daughter of the king and came home.",stan1293,,60,pref-v-vsuf-suf	pron-nsuf	n3	n3-nsuf	n3-nsuf-suf	pref-v-vsuf	v-vsuf	adv-nsuf	adv	pref-adj-suf	n1-nsuf	n2-suf	pref-v-vsuf	adv-nsuf	v-vsuf,,"Когда приехал, его конь прыгнул на крышу крепости, младший брат похитил самую младшую дочь хана и вернулся домой."
60-25,dido1241,"Gulun rečuƛ bicin, ža kidno q’ˤuya ɣˤutka teł yuqˤno, esnabi bayaniqor idu ezun ičäsi zown.",,gulu-n	reču-ƛ	b-ici-n	ža	kid-n	q’ˤuya	ɣˤutku-a	teł	y-uqˤi-n	esyu-bi	b-ay-ani-qor	idu	ezu-n	iči-asi	zow-n,horse-TOP	cattleshed-SUB.ESS	III-tie-PFV.CVB	DEM1.SG	girl-TOP	other	room-IN.ESS	inside	II-hide-PFV.CVB	brother-PL	I.PL-come-MSD-POSS.LAT	home	look-PFV.CVB	wait-RES.PRT	be.NPRS-PST.UNW,"He tied the horse into the shed, hid the girl in another room and waited at home for his brothers to come.",stan1293,,60,n3-suf	n2-nsuf	pref-v-vsuf	pron	n2-suf	n	n4-nsuf	post	pref-v-vsuf	n1-nsuf	pref-v-deriv-nsuf	adv	v-vsuf	v-vsuf	v-vsuf,,"Привязал коня в хлеву, ту девушку спрятал в другой комнате, а сам ждал прихода братьев."
60-26,dido1241,"Neširu bežet’ani esnabi q’ʷarid boqno biłe baynosi, yisä esirno, šebi mežur roqno hemecetow pašman boqa keze boqnäy, šebi necetow beže q’ʷariłi mežuƛ’or bayäsiƛin.",,neširu	b-eže-t’a-ni	esyu-bi	q’ʷarid	b-oq-n	b-iłe	b-ay-nosi	yisi-a	esir-n	šebi	mežu-r	r-oq-n	hemece-tow	pašman	b-oq-a	keze	b-oq-näy	šebi	nece-tow	b-eže	q’ʷariłi	mežu-ƛ’or	b-ay-asi-ƛin,evening	I.PL-old-DISTR-DEF	brother-PL	sad	I.PL-become-PFV.CVB	I.PL-as	I.PL-come-ANT.CVB	DEM2.ISG.OBL-ERG	ask-PST.UNW	what	you(I).PL.OBL-LAT	IV-happen-PFV.CVB	such-EMPH	become.sad	I.PL-become-INF	meet	I.PL-become-CND.CVB	what	so.much-EMPH	III-big	sadness	you(I).PL.OBL-SUPER.LAT	III-come-RES.PRT-QUOT,"In the evening, when the brothers came looking sad, he asked: ""What happened to you that you became so sad? What a big sadness has come upon you!""",stan1293,,60,adv	pref-adj-suf-suf	n1-nsuf	comp	pref-v-vsuf	pref-conj	pref-v-vsuf	pron-nsuf	v-vsuf	pron	pron-nsuf	pref-v-vsuf	adv-suf	comp	pref-v-vsuf	comp	pref-v-vsuf	pron	adv-suf	pref-adj	n4	pron-nsuf	pref-v-vsuf-suf,,"К вечеру, когда старшие братья пришли огорченные, он спросил: «Что с вами случилось, чтобы вы так печальны, какое горе вас постигло?»"
60-27,dido1241,"Debi iš anu žaƛin, bežet’ani esnabi bixzin boqno xabaryayn yisiqor rok’ƛ’osi murad t’ubazi boqinč’izaƛ’.",,mi-s	iš	anu	ža-ƛin	b-eže-t’a-ni	esyu-bi	bixzi-n	b-oq-n	xabaryad-n	yisi-qor	rok’u-ƛ’-si	murad	t’ubazi	b-oq-č’i-zaƛ’,you-GEN1	concern	be.NEG	DEM1.SG-QUOT	I.PL-old-DISTR-DEF	brother-PL	angry-TOP	I.PL-become-PFV.CVB	tell-PFV.CVB	DEM2.ISG.OBL-POSS.LAT	heart-SUPER.ESS-ATTR	wish	fulfill	III-become-NEG.FUT.CVB-CSL.CVB,"""That's not your business."", said the older brothers angrily because their hearts' desire was not fulfilled.",stan1293,,60,pron-nsuf	n	v	pron-suf	pref-adj-suf-suf	n1-nsuf	comp-suf	pref-v-vsuf	v-vsuf	pron-nsuf	n4-nsuf-suf	n3	comp	pref-v-vsuf-vsuf,,"«Это не твое дело», - с озлоблением разговаривали с ним старшие братья из-за того, что они не достигли своей цели."
60-28,dido1241,"Neła quł sasaqosigon esnabi madaħor boqnosi, eɣeni esiw qˤabani guluƛ’no zown, q’ˤuya šeƛ’un šeƛ’un, yaraɣno lagiqor kurno ik’in.",,neła	qu-ł	sasaqosi-gon	esyu-bi	madaħor	b-oq-nosi	eɣe-ni	esiw	qˤaba-ni	gulu-ƛ’-n	zow-n	q’ˤuya	šeƛ’u-n	šeƛ’u-n	yaraɣ-n	laga-qor	kur-n	ik’i-n,DEM1.IISG.OBL	day-CONT.ESS	in.the.morning-CNTR	brother-PL	outside	I.PL-become-ANT.CVB	young-DEF	brother	black-DEF	horse-SUPER.ESS-TOP	ride-PFV.CVB	other	put.on-PFV.CVB	put.on-PFV.CVB	weapon-TOP	body-POSS.LAT	throw-PFV.CVB	go-PST.UNW,"The next morning when the brothers went outside, the young brother rode the black horse, put on different clothes, threw a weapon around his body and rode off.",stan1293,,60,pron	n4-nsuf	adv-suf	n1-nsuf	adv	pref-v-vsuf	adj-suf	n1	adj-suf	n3-nsuf-suf	v-vsuf	n	v-vsuf	v-vsuf	n3-suf	n3-nsuf	v-vsuf	v-vsuf,,"Когда на следующий день братья пошли туда же, младший брат сел на черного коня, переоделся в другую одежду, накинул на себя оружие и пошел."
60-29,dido1241,"Hemedurtow xanes yoƛƛosini kidno qalamäy yoɣno, xizor utin iduɣor nexno.",,hemedur-tow	xan-s	y-oƛƛo-si-ni	kid-n	qala-ay	y-oɣ-n	xizor	uti-n	idu-ɣor	nex-n,so-EMPH	khan-GEN1	II-middle-ATTR-DEF	daughter-TOP	fortress-IN.ABL	II-take.away-PFV.CVB	back	return-PFV.CVB	home-IN.ALL	come-PST.UNW,In the same way he took the king's middle daughter from the fortress and came back home.,stan1293,,60,adv-suf	n1-nsuf	pref-adv-suf-suf	n2-suf	n3-nsuf	pref-v-vsuf	adv	v-vsuf	adv-nsuf	v-vsuf,,Таким же образом среднюю дочь хана похитил из крепости и вернулся обратно домой.
60-30,dido1241,"Yeɣeni esiwde sadaq žan yuqˤno, gulun rečuƛ bicin, bežet’ani esnabi bayaniqor idu ezun ičäsi zown.",,y-eɣe-ni	esiw-de	sadaq	ža-n	y-uqˤi-n	gulu-n	reču-ƛ	b-ici-n	b-eže-t’a-ni	esyu-bi	b-ay-ani-qor	idu	ezu-n	iči-asi	zow-n,II-young-DEF	sister-APUD.ESS	together	DEM1.SG-TOP	II-hide-PFV.CVB	horse-TOP	cattleshed-SUB.ESS	III-tie-PFV.CVB	I.PL-old-DISTR-DEF	brother-PL	I.PL-come-MSD-POSS.LAT	home	look-PFV.CVB	wait-RES.PRT	be.NPRS-PST.UNW,"He hid her together with her younger sister, tied the horse to the shed, and waited at home for his older brothers to come.",stan1293,,60,pref-adj-suf	n2-nsuf	adv	pron-suf	pref-v-vsuf	n3-suf	n2-nsuf	pref-v-vsuf	pref-adj-suf-suf	n1-nsuf	pref-v-deriv-nsuf	adv	v-vsuf	v-vsuf	v-vsuf,,"Спрятал ее с младшей сестрой, привязал коня в хлеву и ждал прихода старших братьев."
60-31,dido1241,"Neła qułno yizi esnabi q’ʷarid boqno bayn, sistow sis kid xanes hoboy ƛexus, žakin yiqixana elułäy sidernoƛin.",,neła	qu-ł-n	yizi	esyu-bi	q’ʷarid	b-oq-n	b-ay-n	sis-tow	sis	kid	xan-s	hoboy	ƛexu-s	ža-kin	y-iqi-x-anu-a	elu-łay	sida-r-n-ƛin,DEM1.IISG.OBL	day-CONT.ESS-TOP	DEM2.IPL	brother-PL	sad	I.PL-become-PFV.CVB	I.PL-come-PFV.CVB	one-EMPH	one	daughter	khan-GEN1	now	remain-PST.WIT	DEM1.SG-even	II-get-IPFV.CVB-NEG-Q	we(I).OBL-CONT.ABL	one.OBL-LAT-TOP-QUOT,"And the next day, the brothers came home sad: ""One single daughter of the king remain's now, and just one of us will get her.""",stan1293,,60,pron	n4-nsuf-suf	pron	n1-nsuf	comp	pref-v-vsuf	pref-v-vsuf	num-suf	num	n2	n1-nsuf	adv	v-vsuf	pron-suf	pref-v-vsuf-vsuf-suf	pron-nsuf	num-nsuf-suf-suf,,"В тот день братья опять пришли печальные, теперь осталась одна единственная дочь хана, хотя бы она, мол, досталась одному из них."
60-32,dido1241,"Łˤono äƛiru ɣudƛ’ogon č’urqˤotown q’ˤanon bežet’ani esnabi hunix boqno, yaqˤułgon yiqixana eluq yok’ek’anix sistow sis ƛäxuruni xanes kidƛin.",,łˤono	eƛi-ru	ɣudi-ƛ’-gon	č’urqˤo-tow-n	q’ˤano-n	b-eže-t’a-ni	esyu-bi	huni-x	b-oq-n	yaqˤuł-gon	y-iqi-x-anu-a	elu-q	y-ok’ek’-ani-x	sis-tow	sis	ƛexu-ru-ni	xan-s	kid-ƛin,three	say-PST.PRT	day-SUPER.ESS-CNTR	in.the.morning-EMPH-TOP	two-TOP	I.PL-old-DISTR-DEF	brother-PL	way-AD.ESS	I.PL-become-PFV.CVB	today-CNTR	II-get-IPFV.CVB-NEG-Q	we(I).OBL-POSS.ESS	II-steal-MSD-AD.ESS	one-EMPH	one	remain-PST.PRT-DEF	khan-GEN1	daughter-QUOT,"The third day then, in the morning, the two older brothers went on their way: ""Today we might succeed in stealing the single remaining daughter from the king.""",stan1293,,60,num	v-vsuf	n4-nsuf-suf	adv-suf-suf	num-suf	pref-adj-suf-suf	n1-nsuf	n4-nsuf	pref-v-vsuf	adv-suf	pref-v-vsuf-vsuf-suf	pron-nsuf	pref-v-deriv-nsuf	num-suf	num	v-vsuf-suf	n1-nsuf	n2-suf,,"На третий день рано утром оба старших брата отправились в путь, не будет ли, мол, сегодня у них возможности похитить оставшуюся одну единственную дочь хана."
60-33,dido1241,"Žeduł xizay iłetowgon q’ˤuya šeƛ’un šeƛ’un, aluk’a guluƛ’no zown eɣeni esiw maħor oqno.",,žedu-ł	xizay	iłe-tow-gon	q’ˤuya	šeƛ’u-n	šeƛ’u-n	aluk’a	gulu-ƛ’-n	zow-n	eɣe-ni	esiw	maħor	oq-n,DEM1.IPL.OBL-CONT.ESS	behind	as-EMPH-CNTR	other	put.on-PFV.CVB	put.on-PFV.CVB	white	horse-SUPER.ESS-TOP	ride-PFV.CVB	young-DEF	brother	outside	become-PST.UNW,"But behind them rode the younger brother, dressed in different clothings on the white horse.",stan1293,,60,pron-nsuf	post	conj-suf-suf	n	v-vsuf	v-vsuf	adj	n3-nsuf-suf	v-vsuf	adj-suf	n1	adv	v-vsuf,,"Младший брат сел на белого коня, переоделся в другую одежду и вышел вслед за ними."
60-34,dido1241,"Žigoƛ’aygon xanes yeženi kidno yok’ek’no, xizor utin idur bežet’ani esnazaƛ’ay ader ayn.",,žigo-ƛ’ay-gon	xan-s	y-eže-ni	kid-n	y-ok’ek’-n	xizor	uti-n	idu-r	b-eže-t’a-ni	esyu-bi-ƛ’ay	ader	ay-n,now-SUPER.ABL-CNTR	khan-GEN1	II-old-DEF	daughter-TOP	II-steal-PFV.CVB	back	return-PFV.CVB	home-LAT	I.PL-old-DISTR-DEF	brother-PL-SUPER.ABL	before	come-PST.UNW,And now he stole the king's oldest daughter and returned home before his older brothers.,stan1293,,60,adv-nsuf-suf	n1-nsuf	pref-adj-suf	n2-suf	pref-v-vsuf	adv	v-vsuf	adv-nsuf	pref-adj-suf-suf	n1-nsuf-nsuf	adv	v-vsuf,,"На этот раз он похитил старшую дочь хана и вернулся обратно домой раньше, чем старшие братья."
